place,grav,sexe,trajet,secu1,secu2,lum,agg,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,vma,senc,catv,obs,obsm,choc,manv,motor,Hour,DayOfWeek,Month,Age
1,4,1,4,2,6,5,2,2,1,3,48.864421,2.398071,4,2,2,0,1,1,1,0,1,30,3,30,0,2,3,1,1,1,4,10,41.0
1,1,1,9,8,0,5,2,2,1,3,48.864421,2.398071,4,2,2,0,1,1,1,0,1,30,3,1,0,2,2,1,5,1,4,10,26.0
1,1,1,4,1,0,5,2,2,2,3,48.878443,2.37429,4,2,2,0,2,1,2,0,1,30,2,10,0,2,3,9,1,19,4,10,34.0
1,4,2,1,8,0,5,2,2,2,3,48.878443,2.37429,4,2,2,0,2,1,2,0,1,30,2,50,0,2,7,1,3,19,4,10,22.0
1,1,1,4,1,0,5,2,5,1,6,48.877681,2.395613,4,2,3,1,1,1,1,0,1,30,2,7,0,1,1,15,1,5,4,10,59.0
1,1,1,9,2,0,1,2,3,1,2,48.85793,2.287914,4,1,3,0,1,1,1,0,1,30,1,1,0,2,4,19,5,9,4,10,17.0
1,4,1,9,2,6,1,2,3,1,2,48.85793,2.287914,4,1,3,0,1,1,1,0,1,30,3,33,0,2,1,1,1,9,4,10,50.0
1,4,1,9,2,6,1,2,4,1,7,48.829685,2.301756,4,1,2,0,1,1,1,0,1,30,1,30,0,0,1,21,3,9,4,10,27.0
1,4,1,5,8,0,1,2,2,2,3,48.837542,2.323024,4,1,1,1,1,1,2,0,5,30,1,1,0,2,1,1,5,13,4,10,24.0
1,1,1,9,2,6,1,2,2,2,3,48.837542,2.323024,4,1,1,1,1,1,2,0,5,30,1,43,0,2,3,9,1,13,4,10,63.0
1,4,1,1,2,6,2,2,4,1,7,48.838689,2.336666,4,1,1,0,1,1,1,0,1,30,1,34,0,0,1,16,1,7,4,10,35.0
1,4,1,5,2,6,5,2,1,1,2,48.823172,2.374297,4,2,2,0,2,1,2,0,1,30,2,33,0,2,1,1,1,21,4,10,27.0
1,1,1,5,1,0,5,2,1,1,2,48.823172,2.374297,4,2,2,0,2,1,2,0,1,30,2,7,0,2,5,1,1,21,4,10,70.0
1,4,1,1,2,6,1,2,3,3,2,48.838853,2.360993,4,2,2,0,2,1,2,0,1,30,2,30,0,2,1,2,1,16,4,10,31.0
1,1,1,4,1,0,1,2,3,3,2,48.838853,2.360993,4,2,2,0,2,1,2,0,1,30,2,10,0,2,6,23,1,16,4,10,59.0
1,1,2,9,2,6,1,2,3,3,6,48.855484,2.381818,4,1,2,0,1,1,2,0,1,30,1,30,0,1,1,1,1,16,4,10,32.0
1,4,2,9,2,6,1,2,3,2,6,48.874079,2.370351,4,2,2,0,2,1,2,0,1,30,2,32,14,0,1,21,1,15,4,10,27.0
1,4,2,9,8,0,5,2,3,1,6,48.879947,2.340268,4,1,2,0,1,1,1,0,1,30,1,50,12,0,1,14,3,2,4,10,21.0
1,1,2,9,1,0,1,2,4,1,3,48.864754,2.345467,4,2,4,0,1,1,2,0,1,30,2,7,0,2,1,10,2,17,4,10,27.0
1,4,1,1,2,6,1,2,4,1,3,48.864754,2.345467,4,2,4,0,1,1,2,0,1,30,1,34,0,2,1,1,1,17,4,10,27.0
1,1,1,9,1,8,1,2,7,2,4,48.866782,2.322081,4,2,5,3,1,1,2,0,1,30,1,7,0,2,1,9,1,15,4,10,42.0
1,4,1,4,1,0,1,2,7,2,4,48.866782,2.322081,4,2,5,3,1,1,2,0,1,30,3,7,0,2,7,1,2,15,4,10,62.0
1,1,1,5,1,8,1,2,7,2,4,48.866782,2.322081,4,2,5,3,1,1,2,0,1,30,3,7,0,2,7,1,1,15,4,10,41.0
1,4,1,3,2,0,1,2,9,2,3,48.80719,2.47533,3,1,1,0,4,1,2,0,1,30,2,32,0,2,1,2,1,14,4,10,59.0
1,1,2,0,1,0,1,2,9,2,3,48.80719,2.47533,3,1,1,0,4,1,2,0,1,30,2,7,0,2,2,15,1,14,4,10,48.0
1,1,1,5,1,0,1,2,3,2,6,48.78281,2.464122,4,2,2,0,1,1,2,6,1,50,1,7,0,1,1,15,1,13,4,10,82.0
1,1,2,3,1,0,1,2,2,7,6,48.79339,2.47863,4,-1,2,0,1,1,1,6,1,30,1,7,0,1,1,1,1,17,3,10,72.0
1,1,1,4,8,0,5,2,2,1,3,48.7604412986,2.3994555645,3,2,2,3,1,2,2,5,6,50,1,37,0,2,3,15,6,19,4,10,50.0
1,4,1,0,8,0,5,2,2,1,3,48.7604412986,2.3994555645,3,2,2,3,1,2,2,5,6,50,2,7,0,2,3,5,1,19,4,10,23.0
1,1,2,3,1,0,1,2,9,1,3,48.75658,2.36912,4,2,4,0,1,1,1,9,1,50,1,7,0,2,8,9,1,10,4,10,53.0
1,4,1,4,1,0,1,2,9,1,3,48.75658,2.36912,4,2,4,0,1,1,1,9,1,50,1,7,0,2,3,2,1,10,4,10,24.0
1,1,1,0,1,0,2,2,1,1,6,48.7745661383,2.4417757988,4,-1,1,0,1,1,1,0,1,50,2,10,0,1,4,20,1,19,3,10,50.0
1,4,2,5,0,0,2,2,1,1,1,48.79867,2.45115,3,1,2,0,2,1,1,0,1,50,1,50,0,2,7,19,3,18,3,10,18.0
1,1,1,4,1,0,2,2,1,1,1,48.79867,2.45115,3,1,2,0,2,1,1,0,1,50,2,37,15,2,1,10,1,18,3,10,59.0
1,4,2,0,1,0,5,2,2,2,3,48.77065,2.40133,3,3,4,1,1,1,2,2,1,50,2,7,0,2,1,15,1,20,4,10,41.0
1,1,1,0,1,0,5,2,2,2,3,48.77065,2.40133,3,3,4,1,1,1,2,2,1,50,2,7,0,2,3,2,1,20,4,10,20.0
1,1,2,0,1,0,1,2,1,1,3,48.77336,2.39957,3,2,4,0,1,1,1,2,1,50,1,7,0,0,2,15,1,11,4,10,29.0
1,4,1,0,2,6,1,2,1,1,3,48.77336,2.39957,3,2,4,0,1,1,1,2,1,50,2,33,0,0,1,0,1,11,4,10,57.0
1,1,1,3,1,0,1,2,2,2,3,48.9390356505,2.5148505972,4,2,1,0,1,1,2,0,1,50,0,7,0,2,2,1,1,14,4,10,41.0
1,4,1,3,1,0,1,2,2,2,3,48.9390356505,2.5148505972,4,2,1,0,1,1,2,0,1,50,3,7,0,2,8,16,1,14,4,10,53.0
1,4,1,9,1,-1,5,2,9,2,3,48.91137,2.3337,3,-1,2,0,1,1,2,0,1,50,-1,0,0,2,0,0,0,20,4,10,21.0
1,1,1,4,2,6,1,2,1,1,6,48.9448942085,2.3537627008,3,1,2,3,1,1,1,0,1,50,-1,33,0,1,2,1,1,17,3,10,27.0
1,1,1,4,1,8,1,2,2,1,3,48.92311,2.37059,3,2,-1,0,1,1,1,0,1,50,1,7,0,2,7,1,1,17,2,10,25.0
1,4,1,5,1,0,1,2,2,1,3,48.92311,2.37059,3,2,-1,0,1,1,1,0,1,50,2,7,0,2,1,1,1,17,2,10,38.0
1,3,1,1,0,-1,1,2,3,1,3,48.9181622246,2.3571313876,3,1,2,3,1,1,1,0,1,50,2,1,0,2,1,1,5,16,2,10,51.0
1,1,2,4,1,0,1,2,3,1,3,48.9181622246,2.3571313876,3,1,2,3,1,1,1,0,1,50,2,37,0,2,7,16,1,16,2,10,32.0
1,1,2,0,1,0,1,2,1,1,6,48.8904207548,2.4523967773,3,1,1,0,1,1,1,6,1,30,2,7,0,1,2,1,1,17,3,10,48.0
1,1,1,1,1,0,5,2,1,1,1,48.8864484919,2.44685841,3,2,2,0,2,3,1,0,1,50,1,7,0,2,2,19,1,20,2,10,27.0
1,4,1,9,2,0,5,2,1,1,1,48.8864484919,2.44685841,3,2,2,0,2,3,1,0,1,50,1,33,0,2,1,19,1,20,2,10,24.0
1,1,2,0,1,0,1,2,9,1,3,48.893702238,2.4357463924,3,-1,2,0,1,1,1,0,1,50,3,7,0,2,3,9,1,12,3,10,22.0
1,4,1,0,2,0,1,2,9,1,3,48.893702238,2.4357463924,3,-1,2,0,1,1,1,0,1,50,2,2,0,2,1,2,1,12,3,10,26.0
1,4,1,9,8,0,1,2,1,2,3,48.89867,2.55003,3,2,2,2,1,1,2,0,5,50,3,50,0,2,1,26,3,17,4,10,17.0
1,1,1,4,1,0,1,2,1,2,3,48.89867,2.55003,3,2,2,2,1,1,2,0,5,50,3,7,0,2,2,16,6,17,4,10,51.0
1,1,2,4,8,0,1,2,1,1,6,48.9420056734,2.4977325894,3,2,2,0,1,1,1,0,1,50,-1,37,0,1,3,26,2,9,4,10,24.0
1,1,2,0,1,0,1,2,9,2,6,48.9237047472,2.3692381382,3,2,3,3,1,1,2,0,1,50,1,7,0,1,3,0,6,12,4,10,47.0
1,1,1,5,8,0,1,2,1,7,6,48.81763,2.19644,3,2,4,1,1,1,1,0,1,50,1,7,0,1,1,1,1,16,3,10,33.0
1,1,1,0,1,0,1,2,1,2,5,48.880874,2.245695,3,1,2,0,1,1,2,0,3,50,1,7,0,2,4,2,0,15,4,10,41.0
1,1,1,0,1,0,1,2,1,2,5,48.880874,2.245695,3,1,2,0,1,1,2,0,3,50,1,7,0,2,1,2,0,15,4,10,42.0
1,1,2,0,1,0,1,2,1,2,5,48.880874,2.245695,3,1,2,0,1,1,2,0,3,50,1,7,0,2,5,2,0,15,4,10,45.0
1,4,1,9,1,0,1,2,1,2,5,48.880874,2.245695,3,1,2,0,1,1,2,0,3,50,1,7,9,0,6,13,0,15,4,10,80.0
1,4,1,9,1,0,1,2,1,1,3,48.813519,2.318269,4,2,2,0,1,1,1,0,1,50,1,1,1,0,1,2,5,17,3,10,38.0
1,1,1,0,8,0,1,2,1,1,3,48.813519,2.318269,4,2,2,0,1,1,1,0,1,50,1,7,1,0,8,24,1,17,3,10,83.0
1,3,1,0,2,6,1,2,1,2,6,48.82058,2.26311,3,-1,2,0,2,3,2,0,1,50,1,32,9,0,2,1,1,15,4,10,19.0
1,4,2,9,2,6,1,2,1,2,7,48.8298062073,2.2647634149,4,4,2,0,1,1,2,9,1,20,2,30,0,0,8,26,1,12,4,10,55.0
1,4,1,0,2,8,1,2,1,2,7,48.928372,2.299047,3,2,2,0,1,1,2,0,1,50,1,30,0,0,0,0,1,16,4,10,18.0
1,4,1,5,2,8,5,2,1,1,7,48.8994241727,2.3136810731,3,2,2,0,1,1,1,0,1,30,2,30,0,0,0,26,4,0,4,10,37.0
1,1,1,5,8,0,5,2,2,1,6,48.9053480213,2.3102394777,4,2,2,1,1,1,1,5,8,50,2,50,0,1,1,1,3,22,3,10,61.0
1,1,1,1,2,6,1,2,1,2,6,48.7885588615,2.2593346238,3,-1,2,0,1,1,2,0,1,50,1,34,0,1,3,26,1,17,4,10,31.0
1,4,1,4,2,6,1,2,1,3,7,48.8263545059,2.24002745,4,2,2,0,1,1,2,0,1,50,1,30,0,0,3,1,3,16,4,10,50.0
1,1,1,0,1,0,1,2,9,2,1,48.9112177214,2.2932667785,3,2,2,0,1,1,2,0,1,50,1,7,0,2,2,23,2,13,4,10,49.0
1,4,1,0,8,0,1,2,9,2,1,48.9112177214,2.2932667785,3,2,2,0,1,1,2,0,1,50,1,50,14,2,1,1,3,13,4,10,44.0
1,1,1,1,1,-1,3,1,2,2,3,48.373659,2.164725,3,2,2,0,4,1,2,3,1,-1,2,7,9,2,0,1,1,7,0,10,26.0
1,3,1,0,8,-1,3,1,2,2,3,48.373659,2.164725,3,2,2,0,4,1,2,3,1,-1,2,7,0,0,5,19,1,7,0,10,35.0
1,4,2,0,1,-1,1,1,1,2,2,48.660795,2.517307,2,1,1,0,3,1,2,0,6,-1,2,7,0,2,4,2,1,15,4,10,49.0
1,1,1,0,1,-1,1,1,1,2,2,48.660795,2.517307,2,1,1,0,3,1,2,0,6,-1,2,13,0,2,3,2,0,15,4,10,31.0
1,1,1,5,1,-1,3,1,1,2,3,48.340363,2.5911,1,3,5,0,1,1,2,0,1,130,1,7,4,0,5,1,1,20,4,10,40.0
1,4,1,3,8,-1,3,1,1,1,3,48.684005,2.938585,3,1,1,0,2,3,2,3,1,80,1,7,0,2,7,9,1,7,4,10,18.0
1,3,1,0,8,-1,3,1,1,1,3,48.684005,2.938585,3,1,1,0,2,3,2,3,1,80,1,7,0,2,1,1,1,7,4,10,33.0
1,1,1,0,1,-1,1,2,3,2,2,48.928611,1.847522,3,2,2,0,1,1,2,5,1,50,1,10,0,2,1,1,1,13,4,10,40.0
1,3,1,3,1,-1,1,2,3,2,2,48.928611,1.847522,3,2,2,0,1,1,2,5,1,50,1,7,0,0,4,23,1,13,4,10,88.0
1,4,1,1,2,6,1,1,1,1,3,48.7606003263,2.2855849717,2,3,4,0,2,1,2,0,1,90,2,33,0,2,3,3,1,18,4,10,46.0
1,1,1,1,1,0,1,1,1,1,3,48.7606003263,2.2855849717,2,3,4,0,2,1,2,0,1,90,2,7,0,2,2,12,1,18,4,10,25.0
1,4,2,5,1,0,1,1,1,2,3,48.760209,2.320581,1,3,4,0,2,1,2,1,1,70,1,7,0,2,3,1,1,13,4,10,22.0
1,1,1,9,1,0,1,1,1,2,3,48.760209,2.320581,1,3,4,0,2,1,2,1,1,70,1,7,0,2,7,12,1,13,4,10,29.0
1,1,2,0,8,4,1,1,1,2,2,48.6977,2.2407,1,3,6,0,1,1,2,0,1,90,1,7,0,2,4,2,1,13,4,10,39.0
1,4,1,0,2,6,1,1,1,2,2,48.6977,2.2407,1,3,6,0,1,1,2,0,1,90,1,31,0,2,1,2,1,13,4,10,54.0
1,4,1,0,2,6,1,1,1,2,7,48.6591,2.37405,1,1,3,0,1,1,2,0,1,110,2,43,0,0,0,1,1,13,4,10,47.0
1,1,1,0,8,0,1,1,1,1,3,48.72797,2.30404,1,3,6,0,1,1,1,0,1,110,2,10,0,2,8,1,1,8,4,10,46.0
1,4,1,0,2,6,1,1,1,1,3,48.72797,2.30404,1,3,6,0,1,1,1,0,1,110,2,31,0,2,7,3,1,8,4,10,35.0
1,4,2,0,8,0,2,1,1,2,7,48.92843,2.41269,1,3,4,0,4,2,2,0,1,70,2,7,0,0,0,0,0,19,4,10,19.0
1,4,2,0,1,4,1,1,1,2,7,48.9283642663,2.4146747589,1,1,3,0,2,2,2,0,1,90,2,7,4,0,1,1,1,16,4,10,19.0
1,4,1,0,2,0,1,1,1,1,3,48.9383700387,2.3001401108,1,1,2,0,1,1,1,0,1,70,1,33,0,2,7,14,1,11,4,10,25.0
1,1,2,0,1,0,1,1,1,1,3,48.9383700387,2.3001401108,1,1,2,0,1,1,1,0,1,70,1,7,0,2,8,2,1,11,4,10,22.0
1,4,1,4,1,0,1,1,1,1,7,48.92374,2.34225,1,-1,6,0,1,2,1,0,1,70,1,14,0,9,7,17,6,10,4,10,36.0
1,1,1,1,1,4,1,1,1,2,2,48.8379348271,2.4939608574,1,1,3,0,1,1,2,1,1,90,2,7,0,2,2,1,1,12,4,10,25.0
1,4,2,0,1,0,1,1,1,2,2,48.8379348271,2.4939608574,1,1,3,0,1,1,2,1,1,90,2,7,0,2,6,1,1,12,4,10,50.0
1,1,2,1,1,-1,1,2,3,1,5,49.04042,2.20928,3,2,2,0,1,1,1,0,1,30,1,7,0,2,1,1,1,17,3,10,39.0
1,4,1,1,2,6,1,2,3,1,5,49.04042,2.20928,3,2,2,0,1,1,1,0,1,30,2,31,0,2,2,1,1,17,3,10,21.0
1,1,2,1,1,-1,1,2,3,1,5,49.04042,2.20928,3,2,2,0,1,1,1,0,1,30,1,7,0,2,5,16,1,17,3,10,56.0
1,3,1,0,2,0,5,2,1,1,2,48.669301,2.394434,3,3,4,0,1,1,1,0,1,50,2,2,0,0,1,0,1,19,3,10,26.0
1,1,1,1,1,0,5,2,1,1,2,48.669301,2.394434,3,3,4,0,1,1,1,0,1,50,2,7,0,2,4,1,1,19,3,10,58.0
1,1,1,5,1,0,1,2,3,1,6,48.688155,2.384687,4,2,2,0,1,1,1,2,1,50,2,7,0,1,8,16,1,15,3,10,88.0
1,1,2,9,1,0,1,2,1,1,6,48.70583,2.37111,3,3,2,0,1,1,1,0,8,50,1,7,0,1,1,26,1,8,3,10,34.0
1,1,1,4,1,4,1,2,2,1,3,48.71619,2.37071,3,2,6,0,1,1,1,0,1,50,1,15,0,2,2,1,0,9,2,10,43.0
1,4,2,1,1,0,1,2,2,1,3,48.71619,2.37071,3,2,6,0,1,1,1,0,1,50,1,7,0,2,6,16,1,9,2,10,41.0
1,1,1,1,1,0,4,2,1,3,6,48.65381,2.41151,3,1,2,0,3,1,2,0,1,70,1,7,0,1,1,1,1,6,3,10,21.0
1,1,2,4,1,8,5,2,6,1,3,48.43727,2.16334,3,1,1,0,1,3,1,5,1,30,2,10,0,2,1,9,1,6,3,10,31.0
1,4,1,0,2,8,5,2,6,1,3,48.43727,2.16334,3,1,1,0,1,3,1,5,1,30,3,2,0,2,7,1,1,6,3,10,34.0
1,3,1,0,2,0,1,2,3,1,3,48.8825750074,2.6367662681,3,2,2,0,1,1,1,5,1,50,1,33,0,2,1,1,1,14,3,10,21.0
1,1,1,5,1,0,1,2,3,1,3,48.8825750074,2.6367662681,3,2,2,0,1,1,1,5,1,50,2,7,0,2,2,15,1,14,3,10,84.0
1,4,1,5,2,0,1,2,1,1,2,48.81695,2.61688,4,2,2,0,1,1,1,0,1,50,2,1,0,2,1,2,5,15,3,10,56.0
1,1,1,4,1,8,1,2,1,1,2,48.81695,2.61688,4,2,2,0,1,1,1,0,1,50,2,14,0,2,4,2,1,15,3,10,56.0
1,1,2,9,1,0,1,2,1,1,6,48.41481,2.70171,4,1,1,0,1,1,1,0,1,50,1,7,0,1,1,15,1,18,3,10,44.0
1,1,1,9,1,0,1,1,1,1,6,48.38229,2.74713,3,2,2,0,1,1,1,0,1,80,2,7,0,2,3,9,1,16,3,10,63.0
1,4,1,9,2,6,1,1,1,1,6,48.38229,2.74713,3,2,2,0,1,1,1,0,1,80,2,31,0,2,2,1,1,16,3,10,28.0
1,1,2,9,1,0,1,2,2,7,6,48.86543,2.394886,4,2,2,0,2,1,1,0,1,30,1,7,0,1,1,1,1,17,3,10,36.0
1,1,1,5,1,0,1,2,3,1,6,48.867941,2.386611,4,2,2,0,2,1,1,0,1,30,2,7,0,1,3,1,1,14,3,10,25.0
1,1,1,4,8,0,5,2,1,1,6,48.854302,2.402062,4,1,1,0,2,1,1,0,1,30,2,7,0,1,2,1,2,18,2,10,58.0
1,4,1,1,2,6,1,2,3,1,7,48.882546,2.341931,4,2,2,0,1,1,1,0,1,30,1,30,0,2,3,21,1,9,3,10,28.0
1,1,1,9,1,0,1,2,3,1,2,48.884445,2.301213,4,2,4,0,1,1,1,0,1,30,1,10,0,2,4,2,1,17,3,10,21.0
1,4,1,5,2,6,1,2,3,1,2,48.884445,2.301213,4,2,4,0,1,1,1,0,1,30,1,32,0,2,1,2,1,17,3,10,62.0
1,1,1,9,1,0,1,2,4,1,3,48.886327,2.310849,4,2,2,0,1,1,1,0,1,30,1,7,0,2,3,15,1,17,3,10,63.0
1,4,1,9,2,6,1,2,4,1,3,48.886327,2.310849,4,2,2,0,1,1,1,0,1,30,2,30,0,2,1,1,1,17,3,10,35.0
1,1,1,5,1,0,1,2,1,1,3,48.885682,2.30872,4,2,2,0,1,1,1,0,1,30,2,7,0,2,3,1,1,15,3,10,68.0
1,4,1,1,2,0,1,2,1,1,3,48.885682,2.30872,4,2,2,0,1,1,1,0,1,30,2,50,0,2,1,17,3,15,3,10,22.0
1,1,2,1,8,0,1,2,2,1,6,48.894262,2.31361,4,2,6,2,1,1,1,-1,5,30,2,1,0,1,1,1,5,16,2,10,53.0
1,1,1,5,1,0,1,2,3,1,6,48.864518,2.269821,4,2,4,0,1,1,1,0,1,50,1,7,0,1,1,15,1,16,3,10,33.0
1,4,1,1,2,0,3,2,1,1,2,48.843087,2.302552,4,2,1,0,1,1,1,0,1,30,2,50,0,2,4,2,3,6,3,10,34.0
1,4,1,5,1,0,5,2,3,1,6,48.847365,2.278937,4,2,6,0,1,1,1,0,1,30,3,7,14,0,2,13,1,0,3,10,24.0
1,4,2,5,8,0,5,2,3,1,3,48.824699,2.325971,4,2,3,1,1,1,1,-1,5,30,2,1,0,2,8,1,5,20,2,10,26.0
1,4,1,1,2,0,1,2,3,1,3,48.82965,2.306948,4,1,2,0,1,1,1,0,1,30,1,2,0,2,2,1,3,14,2,10,44.0
1,1,2,4,1,0,1,2,1,1,5,48.8290269717,2.3837649822,4,2,4,0,1,1,1,0,1,30,2,7,0,2,6,13,1,15,3,10,60.0
1,1,1,4,1,0,1,2,1,1,5,48.8290269717,2.3837649822,4,2,4,0,1,1,1,0,1,30,1,7,0,2,3,1,2,15,3,10,71.0
1,4,1,9,2,0,1,2,1,1,5,48.8290269717,2.3837649822,4,2,4,0,1,1,1,0,1,30,2,33,0,2,1,17,1,15,3,10,42.0
1,4,2,1,1,0,1,2,4,1,3,48.828192,2.390298,4,1,3,3,1,3,1,-1,6,50,3,7,0,2,5,1,1,9,3,10,24.0
1,1,1,4,1,0,1,2,4,1,3,48.828192,2.390298,4,1,3,3,1,3,1,-1,6,50,1,7,0,2,3,7,1,9,3,10,40.0
1,4,1,9,2,6,1,2,2,1,2,48.864035,2.385997,4,3,2,1,1,1,1,0,1,30,2,30,0,2,4,2,1,9,3,10,27.0
1,1,1,9,1,0,1,2,2,1,2,48.864035,2.385997,4,3,2,1,1,1,1,0,1,30,2,10,0,2,1,2,1,9,3,10,62.0
1,1,1,5,1,0,5,2,3,1,3,48.868643,2.372068,4,2,3,0,1,1,1,0,1,30,1,7,0,2,3,9,2,0,3,10,31.0
1,4,1,5,2,0,5,2,3,1,3,48.868643,2.372068,4,2,3,0,1,1,1,0,1,30,1,30,0,2,1,1,1,0,3,10,27.0
1,1,1,9,1,0,5,2,2,1,4,48.872241,2.33832,4,1,3,0,1,1,1,0,1,30,1,10,0,2,3,15,1,20,3,10,54.0
1,1,2,9,1,0,5,2,2,1,4,48.872241,2.33832,4,1,3,0,1,1,1,0,1,30,1,7,0,2,7,24,3,20,3,10,27.0
1,4,1,9,2,6,5,2,2,1,4,48.872241,2.33832,4,1,3,0,1,1,1,0,1,30,1,32,0,2,2,1,3,20,3,10,24.0
1,4,2,9,2,0,5,2,7,1,3,48.870296,2.33269,4,1,2,3,1,1,1,-1,6,30,2,1,0,2,8,1,5,20,2,10,26.0
1,1,1,5,8,0,5,2,7,1,3,48.870296,2.33269,4,1,2,3,1,1,1,-1,6,30,2,1,0,2,1,1,5,20,2,10,23.0
1,4,1,1,2,6,1,2,3,1,3,48.858436,2.332785,4,2,4,0,1,1,1,0,1,30,1,33,0,2,7,1,1,8,3,10,30.0
1,1,1,1,1,0,1,2,3,1,3,48.858436,2.332785,4,2,4,0,1,1,1,0,1,30,1,7,0,2,0,14,1,8,3,10,51.0
1,1,1,9,2,0,1,2,2,1,6,48.858157,2.36449,4,2,2,0,1,1,1,0,1,30,2,33,0,1,7,1,1,17,3,10,56.0
1,4,1,5,2,0,5,2,3,1,6,48.862241,2.339186,4,2,3,0,1,1,1,0,1,30,1,30,0,1,1,1,1,20,1,10,29.0
1,4,1,5,1,5,1,2,2,5,3,48.78955,2.51607,4,2,2,0,1,1,2,0,1,30,3,7,0,2,1,1,1,8,1,10,26.0
1,1,1,4,1,0,1,2,2,5,3,48.78955,2.51607,4,2,2,0,1,1,2,0,1,30,3,10,8,2,8,1,1,8,1,10,29.0
1,1,2,1,1,0,1,2,1,1,3,48.79625,2.3222,3,-1,0,0,1,1,1,0,1,50,1,7,0,2,2,15,1,14,3,10,27.0
1,4,1,1,2,6,1,2,1,1,3,48.79625,2.3222,3,-1,0,0,1,1,1,0,1,50,1,33,0,2,2,1,1,14,3,10,49.0
1,4,1,4,1,0,1,2,1,1,2,48.8014,2.3591,4,2,2,0,3,1,1,0,1,50,1,10,0,2,0,0,1,9,2,10,38.0
1,4,1,4,2,6,1,2,1,1,2,48.8014,2.3591,4,2,2,0,3,1,1,0,1,50,1,2,0,2,3,17,1,9,2,10,29.0
1,4,1,5,2,6,5,2,3,8,3,48.79546,2.4562,4,2,2,0,1,1,1,0,1,50,1,30,0,2,7,1,1,20,2,10,16.0
1,1,1,1,1,0,5,2,3,8,3,48.79546,2.4562,4,2,2,0,1,1,1,0,1,50,1,7,0,2,1,15,1,20,2,10,32.0
1,4,1,5,2,6,1,2,3,1,3,48.81212,2.56721,3,2,2,0,1,1,1,0,1,50,2,33,0,2,1,1,1,15,3,10,25.0
1,1,2,0,1,0,1,2,3,1,3,48.81212,2.56721,3,2,2,0,1,1,1,0,1,50,1,7,0,2,5,15,1,15,3,10,43.0
1,1,1,9,1,0,5,2,1,1,2,48.71615,2.57311,2,2,2,0,1,1,1,0,1,50,2,7,0,1,1,1,1,19,3,10,39.0
1,4,1,9,1,0,5,2,1,1,2,48.71615,2.57311,2,2,2,0,1,1,1,0,1,50,2,7,0,2,1,1,1,19,3,10,25.0
1,4,2,3,8,0,1,2,3,1,1,48.9601,2.53347,4,2,3,0,4,1,1,0,1,50,1,7,0,2,1,15,1,10,3,10,36.0
1,4,1,5,8,0,1,2,3,1,1,48.9601,2.53347,4,2,3,0,4,1,1,0,1,50,2,7,0,2,1,1,1,10,3,10,82.0
1,1,1,1,1,0,1,2,9,1,2,48.90877,2.33952,3,2,2,0,1,1,1,0,1,50,2,7,0,2,1,1,1,7,3,10,48.0
1,4,1,1,2,6,1,2,9,1,2,48.90877,2.33952,3,2,2,0,1,1,1,0,1,50,2,31,0,2,4,26,1,7,3,10,42.0
1,1,2,5,1,0,1,2,1,1,6,48.9360812567,2.3695904028,4,2,2,0,1,1,1,0,1,50,2,7,0,1,7,1,1,13,3,10,28.0
1,1,1,0,1,0,1,2,1,1,1,48.85652,2.58245,3,2,2,0,2,1,1,0,1,50,-1,7,0,0,3,9,1,13,3,10,40.0
1,3,1,0,2,0,1,2,1,1,1,48.85652,2.58245,3,2,2,0,2,1,1,0,1,50,-1,30,0,2,0,0,1,13,3,10,33.0
1,1,1,0,1,0,1,2,1,1,3,48.86478,2.4437,3,2,2,0,2,1,1,0,1,30,2,7,0,2,3,19,1,14,3,10,51.0
1,4,1,0,2,6,1,2,1,1,3,48.86478,2.4437,3,2,2,0,2,1,1,0,1,30,1,31,0,2,1,3,1,14,3,10,43.0
2,4,1,1,2,6,1,2,2,1,3,48.87111,2.45188,3,2,2,0,1,1,1,0,1,50,2,32,0,2,8,1,1,16,3,10,24.0
1,1,2,1,1,0,1,2,2,1,3,48.87111,2.45188,3,2,2,0,1,1,1,0,1,50,1,7,0,2,2,1,1,16,3,10,19.0
1,1,1,1,1,0,5,2,3,1,1,48.878221,2.427198,3,2,2,0,1,2,1,0,1,50,2,7,0,1,1,2,2,7,3,10,52.0
1,1,2,9,8,8,5,2,1,1,3,48.87333,2.4299,3,1,1,0,1,1,1,0,1,30,3,7,0,2,3,9,1,18,2,10,62.0
1,4,1,9,2,8,5,2,1,1,3,48.87333,2.4299,3,1,1,0,1,1,1,0,1,30,3,33,0,2,2,0,1,18,2,10,39.0
1,2,1,0,2,6,5,2,1,1,6,48.9588,2.30734,3,2,2,1,1,1,1,9,5,50,1,33,12,0,7,1,1,23,2,10,32.0
1,1,1,9,1,8,1,1,1,1,2,48.9588172093,2.4858084638,3,1,1,0,2,1,1,0,1,50,-1,7,0,2,4,2,1,16,3,10,44.0
1,4,2,0,1,8,1,1,1,1,2,48.9588172093,2.4858084638,3,1,1,0,2,1,1,0,1,50,-1,7,0,2,1,2,1,16,3,10,25.0
1,1,2,0,1,8,1,2,1,1,3,48.9241065686,2.5015997887,4,-1,1,0,1,1,1,0,1,50,1,3,1,0,3,24,1,12,2,10,21.0
1,4,1,0,2,0,1,2,1,1,3,48.9241065686,2.5015997887,4,-1,1,0,1,1,1,0,1,50,1,1,1,0,3,0,0,12,2,10,67.0
