place,grav,sexe,trajet,secu1,secu2,lum,agg,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,vma,senc,catv,obs,obsm,choc,manv,motor,Hour,DayOfWeek,Month,Age
1,4,1,5,2,6,1,1,1,3,2,48.7632033216,2.3051235029,1,-1,4,0,1,1,3,1,1,70,2,33,0,2,3,2,1,15,1,7,19.0
1,4,2,0,1,8,1,1,1,8,3,48.62312,2.46681,2,3,6,0,1,1,1,0,1,90,2,7,4,2,8,1,1,9,1,7,32.0
1,1,1,4,1,8,1,1,1,8,3,48.62312,2.46681,2,3,6,0,1,1,1,0,1,90,2,17,0,2,2,12,1,9,1,7,30.0
1,1,1,4,1,0,1,1,1,1,4,48.75473,2.34713,2,3,3,0,1,1,2,0,1,70,1,14,0,2,6,1,1,8,1,7,45.0
1,4,1,1,2,6,1,1,1,1,4,48.75473,2.34713,2,3,3,0,1,1,2,0,1,70,1,31,0,2,2,3,1,8,1,7,55.0
1,1,1,0,1,0,1,1,1,1,4,48.75473,2.34713,2,3,3,0,1,1,2,0,1,70,1,7,0,2,7,1,1,8,1,7,75.0
1,4,1,9,8,0,3,1,1,3,2,48.64714,2.38739,1,1,3,0,1,1,2,0,1,110,2,7,0,0,6,24,1,23,0,7,35.0
1,4,1,5,1,4,3,1,1,3,2,48.64714,2.38739,1,1,3,0,1,1,2,0,1,110,2,7,0,2,2,26,1,23,0,7,84.0
1,4,1,0,1,0,1,1,1,1,2,48.9383700387,2.3001401108,1,3,10,0,1,1,2,0,1,110,1,7,0,2,2,1,1,18,1,7,41.0
1,4,1,0,1,0,1,1,1,1,2,48.9383700387,2.3001401108,1,3,10,0,1,1,2,0,1,110,1,7,0,2,6,1,1,18,1,7,34.0
1,4,1,0,1,0,1,1,1,2,2,48.9384432213,2.2966712184,1,3,6,0,1,1,2,2,1,90,2,7,0,2,4,1,1,15,1,7,65.0
1,1,1,0,1,4,1,1,1,2,2,48.9384432213,2.2966712184,1,3,6,0,1,1,2,2,1,90,2,10,0,2,1,1,1,15,1,7,45.0
1,4,1,4,1,-1,1,1,1,3,7,48.96655,2.25597,1,3,8,0,1,1,2,0,1,90,2,7,0,0,9,1,1,15,1,7,19.0
1,4,2,3,1,-1,1,1,1,3,5,48.96344,2.26432,1,3,8,0,1,1,2,0,1,110,2,7,0,2,3,9,1,13,1,7,29.0
1,1,1,4,1,0,1,1,1,3,5,48.96344,2.26432,1,3,8,0,1,1,2,0,1,110,2,10,0,2,1,1,1,13,1,7,55.0
1,1,1,1,1,-1,1,1,1,3,5,48.96344,2.26432,1,3,8,0,1,1,2,0,1,110,2,7,0,2,4,1,1,13,1,7,30.0
1,4,1,4,1,-1,1,1,1,2,6,48.95923,2.2733,1,3,8,0,1,1,2,0,1,110,1,7,3,0,1,1,1,10,1,7,34.0
1,4,1,0,1,0,1,1,1,2,2,48.9712217736,2.4988746643,1,3,7,0,1,1,2,0,1,90,2,10,0,2,4,2,1,9,1,7,55.0
1,1,1,0,1,0,1,1,1,2,2,48.9712217736,2.4988746643,1,3,7,0,1,1,2,0,1,90,2,7,0,2,1,2,1,9,1,7,22.0
1,4,1,1,1,-1,2,1,1,2,7,49.06429,2.36833,2,3,4,0,1,1,2,0,1,90,2,10,0,0,1,1,1,6,1,7,26.0
1,4,1,1,1,-1,1,2,1,2,3,48.97387,2.46103,3,2,4,0,1,1,2,3,1,70,1,7,0,2,8,11,1,8,0,7,46.0
1,4,1,0,2,0,1,2,2,3,3,48.73094,2.51384,4,2,2,0,1,1,2,0,1,50,3,2,0,2,1,1,1,14,0,7,17.0
1,1,1,1,1,0,1,2,2,3,3,48.73094,2.51384,4,2,2,0,1,1,2,0,1,50,3,7,0,2,1,1,1,14,0,7,42.0
1,1,2,5,1,0,1,2,1,3,2,48.717391,2.37081,3,3,2,0,4,1,2,1,1,50,1,10,6,0,2,4,1,9,0,7,39.0
1,4,2,1,1,0,1,2,1,3,2,48.717391,2.37081,3,3,2,0,4,1,2,1,1,50,1,7,0,2,1,2,1,9,0,7,25.0
1,1,2,4,1,8,1,2,1,2,2,48.803,3.084,4,2,2,0,1,1,2,5,1,50,2,7,0,2,1,2,1,8,0,7,51.0
1,4,1,4,1,8,1,2,1,2,2,48.803,3.084,4,2,2,0,1,1,2,5,1,50,2,7,0,2,4,2,1,8,0,7,35.0
1,4,1,5,2,6,1,2,4,2,3,48.892762,2.302367,4,1,4,0,1,1,2,0,1,70,2,32,0,2,8,1,1,9,0,7,34.0
1,1,1,5,1,0,1,2,4,1,4,48.850786,2.251995,4,1,4,0,1,1,1,0,1,70,2,7,0,2,4,2,1,15,5,7,20.0
1,1,2,5,1,0,1,2,4,1,4,48.850786,2.251995,4,1,4,0,1,1,1,0,1,70,2,7,0,2,2,2,1,15,5,7,21.0
1,4,1,5,2,6,1,2,4,1,4,48.850786,2.251995,4,1,4,0,1,1,1,0,1,70,2,33,0,2,1,3,1,15,5,7,24.0
1,4,1,5,8,0,1,2,3,2,3,48.885261,2.34955,4,2,6,3,1,1,2,0,6,50,1,80,0,2,3,7,3,15,0,7,66.0
1,1,1,3,1,0,1,2,3,2,3,48.885261,2.34955,4,2,6,3,1,1,2,0,6,50,1,7,0,2,2,22,1,15,0,7,43.0
1,4,1,1,2,6,1,2,4,2,6,48.881461,2.316022,4,1,1,0,1,1,2,0,1,50,1,30,0,1,1,1,1,10,0,7,27.0
1,1,1,1,1,0,1,2,1,1,3,48.837805,2.265302,4,1,2,0,1,1,2,0,1,50,1,10,0,2,8,11,1,16,0,7,37.0
1,4,1,9,2,6,1,2,1,1,3,48.837805,2.265302,4,1,2,0,1,1,2,0,1,50,1,30,0,2,7,1,3,16,0,7,58.0
1,4,1,1,2,6,1,2,3,2,3,48.851779,2.277602,4,2,2,0,1,1,2,0,1,50,3,34,0,2,1,15,1,9,0,7,26.0
1,1,1,1,2,6,1,2,3,2,3,48.851779,2.277602,4,2,2,0,1,1,2,0,1,50,3,43,0,2,1,10,1,9,0,7,21.0
1,4,2,5,1,0,1,2,1,1,2,48.855822,2.285815,4,1,2,0,1,1,1,0,1,50,3,7,0,2,4,2,1,15,6,7,52.0
1,1,2,5,1,0,1,2,1,1,2,48.855822,2.285815,4,1,2,0,1,1,1,0,1,50,3,7,0,2,1,2,1,15,6,7,63.0
1,1,1,5,1,0,1,2,7,1,2,48.836443,2.306522,4,1,1,0,1,1,2,0,1,50,3,7,0,2,1,2,1,20,0,7,74.0
1,4,1,9,2,6,1,2,7,1,2,48.836443,2.306522,4,1,1,0,1,1,2,0,1,50,3,32,0,2,5,23,1,20,0,7,36.0
1,4,1,5,2,6,1,2,3,2,3,48.848524,2.282883,4,2,2,0,1,1,2,0,1,50,2,32,0,2,1,1,1,9,0,7,65.0
1,1,1,9,1,0,1,2,2,1,2,48.844004,2.413836,4,3,2,0,1,1,2,0,1,50,2,7,0,2,2,11,1,12,0,7,21.0
1,1,2,9,1,0,1,2,2,1,2,48.844004,2.413836,4,3,2,0,1,1,2,0,1,50,2,7,0,2,6,23,1,12,0,7,31.0
1,1,1,9,2,6,1,2,1,2,7,48.842641,2.369083,4,1,3,0,1,1,2,0,1,50,3,32,0,0,8,17,1,10,0,7,37.0
1,1,1,5,8,0,1,2,3,2,3,48.872067,2.300484,4,2,7,0,1,1,2,0,1,50,2,1,0,2,7,1,5,19,0,7,16.0
1,1,1,4,1,0,1,2,7,1,3,48.865866,2.319896,4,1,4,3,1,1,2,0,1,50,1,10,0,2,3,15,1,13,0,7,58.0
1,4,1,5,1,0,1,2,7,1,3,48.865866,2.319896,4,1,4,3,1,1,2,0,1,50,1,7,0,2,1,1,3,13,0,7,47.0
1,4,1,4,1,0,1,2,2,2,2,48.874576,2.296942,4,2,0,0,1,1,2,0,1,50,2,10,0,2,1,2,1,9,0,7,37.0
1,1,2,9,1,0,1,2,2,2,2,48.874576,2.296942,4,2,0,0,1,1,2,0,1,50,2,7,0,2,4,2,3,9,0,7,61.0
1,1,2,9,1,0,1,2,7,1,2,48.87123,2.316123,4,1,1,0,1,1,1,0,1,50,2,7,0,2,1,2,1,20,6,7,23.0
1,4,2,9,2,6,1,2,7,1,2,48.87123,2.316123,4,1,1,0,1,1,1,0,1,50,2,32,0,2,4,2,1,20,6,7,27.0
1,4,1,5,8,0,1,2,3,2,6,48.848425,2.320552,4,2,3,0,1,1,2,0,4,50,1,50,1,0,1,25,3,11,0,7,63.0
1,4,1,9,8,0,1,2,7,1,7,48.867331,2.363346,4,2,7,0,1,1,2,0,1,50,1,1,0,0,8,21,5,15,0,7,57.0
1,4,1,5,8,0,1,2,3,1,6,48.855209,2.361128,4,2,3,1,1,1,1,0,5,20,2,1,12,0,1,11,5,13,0,7,71.0
1,1,2,5,8,0,1,2,2,1,3,48.86055,2.349352,4,2,5,2,1,1,1,0,5,15,1,50,0,2,3,15,3,14,6,7,33.0
1,4,2,5,8,0,1,2,2,1,3,48.86055,2.349352,4,2,5,2,1,1,1,0,5,15,1,1,0,2,2,17,5,14,6,7,30.0
1,4,2,3,1,0,1,2,4,2,7,48.76507,2.3615,4,2,1,0,1,1,2,0,4,30,1,7,0,0,1,16,1,21,0,7,68.0
1,1,2,5,1,0,5,2,1,1,3,48.76241,2.40655,3,3,2,1,1,1,1,5,1,50,2,7,0,2,7,15,1,0,0,7,28.0
1,4,1,5,2,6,5,2,1,1,3,48.76241,2.40655,3,3,2,1,1,1,1,5,1,50,1,33,4,2,1,1,1,0,0,7,29.0
1,1,1,5,1,8,1,2,9,1,3,48.79049,2.53194,4,2,2,0,1,1,1,0,1,50,3,7,0,2,2,1,1,20,6,7,37.0
1,4,1,3,1,8,1,2,9,1,3,48.79049,2.53194,4,2,2,0,1,1,1,0,1,50,3,7,0,2,1,15,1,20,6,7,29.0
1,4,1,1,8,0,1,2,9,2,7,48.75663,2.50752,3,2,2,0,1,2,2,9,8,50,1,7,0,0,8,16,1,17,0,7,32.0
1,4,2,5,1,0,1,2,1,2,2,48.95589,2.5352,4,2,2,0,1,1,1,0,1,50,2,7,0,2,4,23,1,18,0,7,38.0
1,1,1,5,1,0,1,2,1,2,2,48.95589,2.5352,4,2,2,0,1,1,1,0,1,50,2,7,0,2,1,1,1,18,0,7,53.0
1,3,1,9,1,0,1,2,7,2,1,48.868301,2.48505,3,2,2,0,1,2,2,0,4,30,1,37,9,1,2,26,2,13,0,7,45.0
1,1,1,9,1,0,1,2,1,2,3,48.913062,2.482593,4,2,0,0,1,1,2,0,1,50,1,7,0,2,2,1,1,17,0,7,41.0
1,4,1,0,2,8,1,2,1,2,3,48.913062,2.482593,4,2,0,0,1,1,2,0,1,50,1,31,0,2,3,20,1,17,0,7,52.0
1,1,1,9,8,0,1,2,1,8,6,48.9126751193,2.224766314,3,2,2,0,1,1,2,0,1,50,1,7,1,0,3,13,1,17,0,7,19.0
1,1,1,1,2,6,1,2,4,2,6,48.9009,2.215,4,3,2,0,1,1,2,6,1,50,1,30,0,1,1,1,1,19,0,7,19.0
1,4,1,5,2,6,5,2,2,1,1,48.8786685212,2.210637778,3,2,4,2,2,1,1,0,1,50,1,43,0,2,1,1,1,1,6,7,39.0
1,1,1,0,1,0,5,2,2,1,1,48.8786685212,2.210637778,3,2,4,2,2,1,1,0,1,50,2,7,0,2,1,15,1,1,6,7,50.0
1,4,2,1,2,6,1,2,1,1,7,48.81792,2.32546,3,1,2,0,1,1,1,0,1,50,1,32,8,0,2,14,3,17,0,7,58.0
1,3,1,0,1,0,1,2,1,2,2,48.90229,2.28188,3,3,4,0,1,1,1,0,1,70,1,7,0,0,4,1,1,18,0,7,39.0
1,1,1,1,1,0,1,2,1,2,2,48.90229,2.28188,3,3,4,0,1,1,1,0,1,70,1,10,0,2,1,2,1,18,0,7,43.0
1,4,1,0,2,6,5,2,6,1,7,48.9103698909,2.312938571,4,2,2,0,1,3,1,5,1,30,1,43,0,0,0,1,1,21,6,7,29.0
1,4,1,5,8,0,5,2,1,1,3,48.90384,2.30539,3,1,3,3,1,1,1,8,1,50,1,7,1,2,2,14,1,4,6,7,20.0
1,4,2,1,1,0,5,2,1,1,3,48.90384,2.30539,3,1,3,3,1,1,1,8,1,50,1,7,0,2,1,1,1,4,6,7,21.0
1,4,1,0,1,0,5,2,1,1,3,48.80022,2.26758,4,2,2,0,2,1,1,0,1,50,1,7,0,2,6,15,1,22,0,7,20.0
1,1,1,4,1,0,5,2,1,1,3,48.80022,2.26758,4,2,2,0,2,1,1,0,1,50,1,37,0,2,2,1,1,22,0,7,48.0
1,1,1,0,1,5,1,1,2,2,3,49.008164,2.769649,3,2,2,0,1,1,2,0,1,80,2,7,0,2,3,1,1,18,0,7,51.0
1,4,2,0,1,7,1,1,2,2,3,49.008164,2.769649,3,2,2,0,1,1,2,0,1,80,1,7,13,0,7,19,1,18,0,7,15.0
1,3,1,1,2,6,1,1,1,1,7,48.643742,2.625089,3,2,2,0,1,2,1,0,3,80,2,2,0,0,0,1,1,19,6,7,29.0
1,4,1,0,1,0,1,1,1,2,2,48.74998,2.205,2,1,2,0,2,1,2,0,1,90,2,7,0,2,4,1,1,15,0,7,21.0
1,1,2,0,1,0,1,1,1,2,2,48.74998,2.205,2,1,2,0,2,1,2,0,1,90,2,7,0,2,1,1,1,15,0,7,35.0
1,4,1,0,2,6,1,1,1,3,7,48.59936,2.4402,1,3,8,0,1,1,2,0,1,90,2,33,0,0,0,21,1,14,0,7,25.0
1,1,1,0,1,0,1,1,1,1,2,48.841322,2.101545,1,1,4,0,1,1,1,0,1,90,2,14,0,2,1,1,1,15,0,7,61.0
1,4,1,0,1,0,1,1,1,1,2,48.841322,2.101545,1,1,4,0,1,1,1,0,1,90,2,7,0,2,4,1,1,15,0,7,42.0
1,4,1,0,1,0,3,1,1,2,6,48.96083,2.52464,1,-1,6,0,1,1,2,0,2,90,2,7,4,0,1,1,1,22,0,7,20.0
1,4,1,0,1,0,1,1,1,1,4,48.94144,2.42871,1,3,8,0,1,1,1,0,1,110,1,10,0,2,1,2,1,16,0,7,47.0
1,1,1,0,1,0,1,1,1,1,4,48.94144,2.42871,1,3,8,0,1,1,1,0,1,110,1,7,0,2,1,2,1,16,0,7,22.0
1,1,1,0,1,0,1,1,1,1,4,48.94144,2.42871,1,3,8,0,1,1,1,0,1,110,1,10,0,2,1,2,1,16,0,7,53.0
1,1,1,0,1,0,1,1,1,1,4,48.94144,2.42871,1,3,8,0,1,1,1,0,1,110,1,10,0,2,4,2,1,16,0,7,36.0
1,4,2,5,1,-1,1,1,1,3,6,49.04595,2.45237,2,3,6,0,1,1,2,0,1,90,1,7,4,0,8,13,1,14,0,7,37.0
1,4,1,1,2,6,2,1,1,1,3,48.96612,2.25712,1,3,8,0,1,1,1,0,1,110,2,32,0,2,7,1,1,7,0,7,57.0
1,1,1,1,1,-1,2,1,1,1,3,48.96612,2.25712,1,3,8,0,1,1,1,0,1,110,2,10,0,2,8,11,1,7,0,7,43.0
1,1,1,5,1,-1,3,1,1,1,5,48.9614,2.26895,1,3,11,0,1,1,1,0,1,110,2,7,0,2,5,23,1,3,6,7,22.0
1,1,1,5,1,8,3,1,1,1,5,48.9614,2.26895,1,3,11,0,1,1,1,0,1,110,2,7,1,0,1,1,1,3,6,7,31.0
1,4,1,5,1,8,3,1,1,1,5,48.9614,2.26895,1,3,11,0,1,1,1,0,1,110,2,7,1,0,3,1,1,3,6,7,38.0
1,1,1,0,1,0,1,2,1,1,6,48.88432,2.43002,3,2,2,0,1,1,1,0,1,50,3,7,0,1,2,1,1,11,6,7,71.0
1,4,2,0,1,5,1,2,2,2,3,48.66468,2.41948,3,2,4,0,1,1,2,5,1,50,2,7,0,2,1,15,1,11,5,7,61.0
1,1,2,0,1,0,1,2,2,2,3,48.66468,2.41948,3,2,4,0,1,1,2,5,1,50,2,7,0,2,3,1,1,11,5,7,56.0
1,4,1,5,2,6,1,2,4,1,3,48.900891,2.355747,4,1,2,0,1,2,1,0,1,50,1,43,0,2,2,3,1,9,5,7,32.0
1,1,1,5,1,0,1,2,4,1,3,48.900891,2.355747,4,1,2,0,1,2,1,0,1,50,1,7,0,2,8,1,1,9,5,7,27.0
1,1,1,5,2,0,1,2,4,1,6,48.828801,2.327707,4,2,5,2,1,1,1,0,5,50,2,1,0,1,1,1,5,16,6,7,29.0
1,4,1,9,1,0,5,2,2,1,3,48.846106,2.376011,4,1,2,0,1,1,1,0,1,50,1,7,0,2,3,16,1,4,6,7,33.0
1,1,1,9,1,0,5,2,2,1,3,48.846106,2.376011,4,1,2,0,1,1,1,0,1,50,1,7,0,2,2,1,1,4,6,7,27.0
1,1,1,9,1,8,1,2,1,1,2,48.855385,2.368634,4,2,4,0,1,1,1,0,1,50,1,7,0,2,4,2,1,15,6,7,60.0
1,4,1,9,2,0,1,2,1,1,2,48.855385,2.368634,4,2,4,0,1,1,1,0,1,50,1,30,0,2,1,1,3,15,6,7,21.0
1,4,1,9,2,6,1,2,2,1,2,48.869332,2.354258,4,2,3,0,1,1,1,0,1,50,1,32,0,2,4,2,1,14,6,7,56.0
1,1,1,1,1,0,1,2,2,1,2,48.869332,2.354258,4,2,3,0,1,1,1,0,1,50,1,7,0,2,2,2,1,14,6,7,27.0
1,4,1,1,1,0,1,2,7,1,3,48.864712,2.301391,4,2,4,0,1,1,1,5,1,50,1,7,0,2,3,1,1,19,6,7,43.0
1,1,1,4,1,0,1,2,7,1,3,48.864378,2.320212,4,2,3,0,1,1,1,0,1,50,1,7,0,2,2,1,1,12,6,7,57.0
1,4,1,5,1,0,1,2,7,1,3,48.864378,2.320212,4,2,3,0,1,1,1,0,1,50,1,7,0,2,1,15,3,12,6,7,20.0
1,4,1,9,2,0,5,2,7,1,3,48.864087,2.320112,4,2,8,0,1,1,1,0,1,50,3,1,0,2,0,1,5,2,6,7,29.0
1,1,2,9,1,0,5,2,7,1,3,48.864087,2.320112,4,2,8,0,1,1,1,0,1,50,3,7,0,2,2,1,1,2,6,7,31.0
1,1,1,9,1,0,1,2,3,1,3,48.873088,2.297255,4,2,8,0,1,1,1,0,1,50,1,7,0,2,3,18,0,20,5,7,41.0
1,4,1,5,2,6,1,2,3,1,3,48.873088,2.297255,4,2,8,0,1,1,1,0,1,50,1,33,0,2,3,23,1,20,5,7,21.0
1,1,1,5,2,6,1,2,1,8,3,48.868903,2.330895,4,2,2,0,1,1,2,0,1,50,2,34,0,2,8,1,1,17,5,7,49.0
1,1,2,5,1,0,1,2,1,8,3,48.868903,2.330895,4,2,2,0,1,1,2,0,1,50,2,7,0,2,1,10,1,17,5,7,45.0
1,4,1,5,1,8,1,2,1,1,6,48.776541,2.330261,4,2,2,0,3,2,1,0,4,50,1,7,10,0,1,1,1,9,5,7,27.0
1,1,1,0,1,0,2,2,9,1,2,48.938599,2.513138,3,2,2,1,1,1,1,9,1,50,3,7,0,2,4,23,1,21,6,7,37.0
1,4,1,0,8,0,5,2,9,1,1,48.87255,2.4768,3,1,0,0,2,1,1,0,1,50,1,7,14,0,0,9,1,4,6,7,21.0
1,4,1,1,1,5,1,2,2,1,6,48.92405,2.53468,4,-1,2,0,1,1,1,0,4,50,1,7,8,0,1,21,1,7,6,7,26.0
1,1,2,4,1,0,1,2,2,1,6,48.92405,2.53468,4,-1,2,0,1,1,1,0,4,50,2,7,0,0,0,0,2,7,6,7,50.0
1,4,1,4,2,6,1,2,1,1,6,48.875124,2.42993,3,2,2,0,1,1,1,0,1,50,2,30,0,1,1,1,3,18,6,7,19.0
1,1,1,5,1,8,1,2,1,1,3,48.817431875,2.2486916184,4,2,2,0,4,3,1,0,1,50,3,7,0,2,2,15,1,18,6,7,60.0
1,4,1,5,8,0,1,2,1,1,3,48.817431875,2.2486916184,4,2,2,0,4,3,1,0,1,50,3,50,0,2,1,1,3,18,6,7,25.0
1,4,1,0,2,0,1,2,2,1,3,48.8377463104,2.2403759029,4,1,1,0,1,1,1,0,1,30,2,2,0,2,0,1,6,13,6,7,19.0
1,1,1,4,2,0,1,2,2,1,3,48.8377463104,2.2403759029,4,1,1,0,1,1,1,0,1,30,1,2,0,2,1,1,6,13,6,7,25.0
1,1,1,5,8,0,5,2,1,1,6,48.790363615,2.3183566332,4,2,2,0,1,1,1,0,1,50,1,0,0,1,3,9,0,4,6,7,21.0
1,1,1,3,1,5,1,1,1,2,4,48.625019,2.345406,3,2,2,0,1,2,2,0,1,50,1,7,0,2,1,2,1,20,6,7,25.0
1,4,1,5,1,5,1,1,1,2,4,48.625019,2.345406,3,2,2,0,1,2,2,0,1,50,1,7,0,2,1,1,1,20,6,7,31.0
1,1,1,5,1,5,1,1,1,2,4,48.625019,2.345406,3,2,2,0,1,2,2,0,1,50,1,7,0,2,1,5,1,20,6,7,16.0
1,1,1,5,8,-1,1,2,1,1,7,48.887684,2.832704,4,-1,2,0,3,1,1,0,8,50,0,36,0,0,0,26,0,16,6,7,19.0
1,4,2,0,1,-1,3,1,1,4,4,48.735772,2.771537,2,3,4,0,1,1,2,0,1,90,2,7,0,2,1,2,1,19,6,2,20.0
1,1,1,0,1,-1,3,1,1,4,4,48.735772,2.771537,2,3,4,0,1,1,2,0,1,90,2,7,0,2,2,1,1,19,6,2,46.0
1,1,2,1,8,-1,3,1,1,4,4,48.735772,2.771537,2,3,4,0,1,1,2,0,1,90,1,7,14,0,3,1,1,19,6,2,33.0
1,3,1,5,0,-1,3,1,1,4,4,48.735772,2.771537,2,3,4,0,1,1,2,0,1,90,2,7,4,0,1,1,1,19,6,2,60.0
1,4,1,1,2,6,1,2,6,1,2,48.573015,2.240868,3,1,3,0,1,2,1,0,1,50,1,33,0,2,2,16,1,11,3,7,61.0
1,1,1,0,1,-1,1,2,6,1,2,48.573015,2.240868,3,1,3,0,1,2,1,0,1,50,1,7,0,0,6,2,1,11,3,7,38.0
1,4,1,5,1,0,3,1,1,2,7,48.66778,2.35686,1,3,6,0,2,1,2,0,2,110,2,7,6,0,2,1,1,4,6,7,33.0
1,4,1,5,1,0,3,1,9,2,6,48.636082,2.402053,2,1,3,0,2,3,2,0,1,70,2,7,0,0,3,9,1,2,6,7,26.0
1,1,1,5,1,0,1,1,1,1,2,48.7826,2.3464,1,3,12,0,1,1,1,0,1,90,2,7,0,0,4,2,1,21,5,7,41.0
1,1,2,5,1,0,1,1,1,1,2,48.7826,2.3464,1,3,12,0,1,1,1,0,1,90,2,7,0,2,1,2,1,21,5,7,32.0
1,4,1,5,1,-1,1,1,1,1,6,49.03217,2.11405,1,3,9,0,2,1,1,0,1,90,1,7,4,0,1,1,1,17,6,7,22.0
1,1,1,5,1,-1,1,1,1,1,2,49.1052561022,2.5512421131,1,3,6,0,1,1,1,0,1,130,1,7,0,2,4,2,1,9,6,7,36.0
1,4,1,5,1,-1,1,1,1,1,2,49.1052561022,2.5512421131,1,3,6,0,1,1,1,0,1,130,1,7,0,2,1,1,1,9,6,7,27.0
2,1,1,0,1,4,1,1,1,1,4,48.92517,2.3939,1,3,8,0,1,1,1,0,1,90,2,7,0,2,1,1,1,9,6,7,32.0
1,4,2,0,1,0,1,1,1,1,4,48.92517,2.3939,1,3,8,0,1,1,1,0,1,90,1,7,0,2,1,21,1,9,6,7,31.0
1,1,1,0,1,4,1,1,1,1,4,48.92517,2.3939,1,3,8,0,1,1,1,0,1,90,2,7,0,2,4,23,1,9,6,7,39.0
1,4,1,0,1,0,1,1,1,1,2,48.87447,2.44002,1,3,12,0,2,3,2,0,1,50,1,7,0,2,2,2,1,12,5,7,50.0
1,4,1,0,1,0,1,1,1,1,2,48.87447,2.44002,1,3,12,0,2,3,2,0,1,50,1,10,0,2,4,2,1,12,5,7,46.0
1,4,1,5,2,6,1,1,1,1,2,48.82025,2.4606,1,3,4,0,1,1,1,0,1,110,1,33,0,2,3,3,1,17,6,7,29.0
1,1,1,5,1,0,1,1,1,1,2,48.82025,2.4606,1,3,4,0,1,1,1,0,1,110,1,7,0,2,5,1,1,17,6,7,23.0
1,1,1,4,1,0,1,1,1,1,2,48.9266563842,2.6288649398,1,1,2,0,1,1,1,0,1,90,2,15,0,2,4,2,1,15,5,7,28.0
1,4,1,4,1,0,1,1,1,1,2,48.9266563842,2.6288649398,1,1,2,0,1,1,1,0,1,90,2,13,0,2,1,2,1,15,5,7,37.0
1,4,1,1,2,6,1,1,1,1,2,48.7669394254,2.6137633301,2,1,2,0,1,1,1,0,6,90,2,33,1,0,9,18,1,18,4,7,25.0
1,1,2,1,1,0,1,1,1,1,2,48.7669394254,2.6137633301,2,1,2,0,1,1,1,0,6,90,2,7,0,0,6,23,1,18,4,7,30.0
1,1,1,1,1,8,4,1,1,1,6,48.8352965341,2.5718894005,1,3,3,0,1,1,1,0,1,110,1,7,0,2,4,2,1,23,3,7,27.0
1,4,1,9,2,6,4,1,1,1,6,48.8352965341,2.5718894005,1,3,3,0,1,1,1,0,1,110,1,33,0,2,1,2,1,23,3,7,52.0
1,3,1,5,8,0,1,2,3,1,2,48.64806,2.32432,4,2,2,0,1,1,1,0,1,30,2,33,0,2,1,2,0,19,5,7,19.0
1,1,1,0,1,8,1,2,3,1,2,48.64806,2.32432,4,2,2,0,1,1,1,0,1,30,2,7,0,2,4,2,1,19,5,7,37.0
1,1,1,5,1,5,5,2,1,1,5,48.94331,2.12797,3,2,3,0,1,1,1,5,1,50,2,7,14,2,3,13,1,22,5,7,24.0
1,1,1,5,1,0,5,2,1,1,5,48.94331,2.12797,3,2,3,0,1,1,1,5,1,50,1,7,0,2,6,1,1,22,5,7,25.0
1,4,2,5,1,5,5,2,1,1,5,48.94331,2.12797,3,2,3,0,1,1,1,5,1,50,1,7,0,2,1,1,1,22,5,7,30.0
1,1,1,0,1,0,3,1,1,1,6,48.92328,2.0869,2,2,3,0,1,1,1,0,1,50,1,7,1,1,2,1,1,22,5,7,19.0
1,1,1,4,1,0,1,2,3,1,3,48.866043,2.38402,4,3,2,1,1,1,1,0,5,30,1,10,0,2,2,16,0,11,4,7,31.0
1,3,2,9,2,0,1,2,3,1,3,48.866043,2.38402,4,3,2,1,1,1,1,0,5,30,1,1,0,2,8,1,5,11,4,7,40.0
1,1,1,9,2,6,1,2,1,2,3,48.845196,2.325166,4,2,4,0,1,1,2,0,1,50,2,32,0,2,2,17,1,17,5,7,24.0
1,4,1,9,2,6,1,2,1,2,3,48.845196,2.325166,4,2,4,0,1,1,2,0,1,50,2,30,0,2,3,13,1,17,5,7,32.0
1,4,1,9,2,6,1,2,4,1,3,48.887237,2.349571,4,2,4,3,1,1,1,0,6,50,2,32,0,2,1,7,1,16,5,7,28.0
1,1,2,9,1,0,1,2,4,1,3,48.887237,2.349571,4,2,4,3,1,1,1,0,6,50,1,7,0,2,1,15,1,16,5,7,19.0
1,1,1,4,1,0,5,2,1,1,1,48.893035,2.340793,4,2,2,0,1,1,1,0,1,50,1,7,0,2,3,1,1,23,4,7,39.0
1,4,2,5,1,0,5,2,1,1,1,48.893035,2.340793,4,2,2,0,1,1,1,0,1,50,2,7,0,2,3,13,1,23,4,7,24.0
1,4,1,9,2,0,5,2,3,1,7,48.827726,2.300127,4,2,2,0,1,1,1,0,1,50,2,30,0,0,1,1,3,3,5,7,27.0
1,4,1,5,2,0,2,2,1,1,6,48.839286,2.317759,4,-1,2,0,1,1,1,6,4,10,3,50,8,0,1,25,3,21,4,7,29.0
1,1,2,9,1,0,1,2,2,1,2,48.836661,2.371886,4,3,3,0,2,1,1,0,1,30,1,7,0,2,5,2,1,12,5,7,42.0
1,4,1,9,2,6,1,2,2,1,2,48.836661,2.371886,4,3,3,0,2,1,1,0,1,30,1,30,0,2,1,2,1,12,5,7,32.0
1,4,1,4,2,6,5,2,3,1,3,48.826069,2.355222,4,2,2,0,1,1,1,0,1,50,2,30,0,2,8,1,1,4,5,7,22.0
